Date,SF_Price,Sentiment_score,News
2012-02-16,56216,0.5,gold ends higher shakes off early weakness | mcx goldm may contract trading flat | middleeast situation may push gold prices world gold council | gold rates in major cities in india
2012-02-17,55926,0.5,china to surpass india as top gold maket in 2012 | gold futures up at rs 2816910 grams
2012-02-21,57157,1.0,gold hits 112week high after greece deal | gold ends 19 higher at 175850 an ounce | gold at highest in two weeks gains 19
2012-02-22,57257,1.0,gold gains rs 350 silver rs 800 on good demand
2012-02-23,58677,1.0,gold near session highs trades at 178430oz | gold settles 09 higher at 178630 an ounce | gold gains 15 to end at threemonth high
2012-02-24,58404,1.0,gold silver end lower but score weekly gain
2012-02-27,58710,1.0,gold snaps twoday losing trend up rs 30 on seasonal demand
2012-02-28,60883,0.0,gold inches up on weak dollar with eyes on ecb | marginal fall in gold futures
2012-02-29,57783,-1.0,gold silver slides called overdone | gold settles lower posts biggest drop of the year | april gold down 1570 at 169560oz | april gold falls 3 to 178540oz
2012-03-01,58332,0.0,gold gains silver rallies nearly 3 | gold selloff risks halting investors buying spree | gold prices decline today | gold silver lost its shine mecklai graph | gold soars to 3month high in london
2012-03-02,58056,0.0,
2012-03-05,56994,-1.0,gold extends losses but holds above 1700oz
2012-03-06,57708,0.0,gold prices trading mixed in india
2012-03-07,58464,0.5,gold market sentiment finally improving | gold rises by rs 71 in futures trade
2012-03-08,58775,1.0,gold nudges up ahead of greek bond swap deal
2012-03-09,59221,0.3333333333333333,gold trades lower drops sharply after jobs data | gold settles 08 higher at 171150 an ounce | gold futures join commodities rally
2012-03-12,58392,0.6666666666666666,stocks eke out gain while oil gold decline | dont give up on gold just yet | short gold silver at higher levels karvy commodities
2012-03-13,58259,-0.5,gold ends 03 lower at 169420 an ounce | gold may trade in rs 2785028100 range nirmal bang
2012-03-14,57236,-1.0,gold plunges on global selloff silver falls
2012-03-15,57979,0.0,gold demand improves on price drop duty fears | discourage gold imports to maintain bop survey | gold rebounds 1 to settle at 165950 an ounce
2012-03-16,57254,0.6666666666666666,gold jewellery prices to go up demand seen depressed | gold extends gains but heads for third week of losses | union budget 2012 higher import duty to cut gold imports says trade body
2012-03-19,57505,1.0,commodity complex get tips to trade gold silver crude
2012-03-20,56466,0.0,huge gold imports strain balance of payment says finance minister pranab mukherjee
2012-03-21,56851,0.0,
2012-03-22,56302,0.0,gold deposits found in jk
2012-03-23,57203,0.0,gold up oil wavers as dollar weakens | geojit comtrades trading strategy on gold | gold may slip to 361530oz anand rathi commodities
2012-03-26,57731,0.6666666666666666,hold stocks of gold loan companies sonam udasi idbi capital | gold hits oneweek high dollar oil eyed | gold ends at twoweek high rallies on bernanke
2012-03-27,57405,0.0,mcx gold april contract trading flat
2012-03-28,56578,0.5,russia gold firm petropavlovsk 11 net jumps | kirkland lake gold to buy out venture partner
2012-03-29,56771,0.0,
2012-03-30,56909,0.3333333333333333,gold ends 1 higher at 167190 an ounce | gold imports up 14 in fy11 at 969 tonnes | expect gold lenders like muthoot finance and manapparum finance to grow 25 per cent in fy13 in spite of strict norms
2012-04-02,57595,0.42857142857142855,gold ends 05 higher on positive data | b of a cuts 12 gold forecast lifts copper view | government slashes import tariff value of gold to 53910 grams | gold silver to trade higher on weakness in us dollar index | gold rises copper silver lead metal gains
2012-04-03,57567,0.0,
2012-04-04,55385,-1.0,commodity futures sink gold down 52oz | gold adds to losses off 32 at 161859oz
2012-04-05,55976,0.5,gold ends 1 higher at 163010 an ounce | jewellery stocks down since gold import duty hike
2012-04-09,55902,0.6,gold futures up on higher asian cues | 6 strategies on how to trade gold today geojit | commodity bets expert views on crude gold copper lead | gold silver rise on wedding season demand | mcx gold touches rs 28357 per 10 gm
2012-04-10,56267,0.0,gold outlook  angel advises to buy emkay says sell | gold rises by rs 150 on firm demand silver loses rs 400 | buy gold around rs 27640 stop loss rs 27300 way2wealth | mcx gold oct contract trading flat
2012-04-11,56017,0.0,buy gold on dips around rs 2855028520 nirmal bang
2012-04-12,56994,0.5,singapore smx to launch new gold silver contracts | gold ends 12 higher at 168060 an ounce
2012-04-13,55809,0.0,
2012-04-16,55920,-1.0,gold falls 1 on europe woes platinum slides
2012-04-17,56016,0.0,correct gold settles 01 higher at 165110 | go long on gold stop loss below rs 28400 nirmal bang | mcx gold may touch rs 28500 per 10 gm | are gold loans going the microfinance way
2012-04-18,56064,-1.0,gold ends at lowest in nearly two weeks
2012-04-19,56576,0.0,gold silver import norms tightened
2012-04-20,56451,0.0,mcx goldm july contract trading flat | buy gold on dips around rs 28580 nirmal bang
2012-04-23,55553,0.0,gold safe haven for investors says smc global | opportunity to invest in gold this akshaya tritiya 2012
2012-04-24,55697,0.5,akshaya tritiya are you buying coins bars or gold etfs | gold surges on akshaya tritiya silver gains
2012-04-25,55194,0.0,
2012-04-26,55924,1.0,gold silver rally on weaker dollar stimulus talk | gold rallies 11 on weakened dollar fed
2012-04-27,55983,1.0,gold ends 03 higher at 166480 an ounce
2012-04-30,55318,1.0,gold near 2week high on dollar us gdp data | gold hits record high of rs 29590 on seasonal demand | gold buying retreats as prices hit 5month high
2012-05-01,55302,0.0,
2012-05-02,55147,-1.0,gold oil trade lower as jobs data weigh
2012-05-03,55133,0.5,commodities expert views on gold silver crude and nickel | gold at lifetime high of rs 29695 per 10 grams
2012-05-04,55282,1.0,gold ends higher but loses 12 on week
2012-05-07,55796,-0.6666666666666666,mcx gold may open lower at rs 2905010 gm | invest in gold for better  safe returns | gold futures dip below 29k level on global cues
2012-05-08,55135,-0.75,gold futures log lowest settlement since jan 3 | deccan exploration discovers additional gold resources in haveri district | gold ends at lowest level since years start | comex gold falls 23 or 14 in morning trade
2012-05-09,55159,-0.5,gold traders pick bargains in thin trade | gold ends below 1600 lowest since december | mcx gold june contract may dip to rs 28400 | harmony gold q3 output down profit up on pricing
2012-05-10,54568,0.0,gold futures hold to minor loss after data | sell gold on rally around rs 2850028470 nirmal bang
2012-05-11,54140,-0.75,gold loses rs 155 silver sheds rs 700 on weak global cues | gold falls loses 37 for the week | sell mcx gold below rs 28400 target 28350dani commodities | gold falls to 1month low triggers bargain hunting
2012-05-14,53635,-0.5,buried treasure a 34500 gold coffin | gold silver decline on easing demand weak global cues
2012-05-15,52957,-1.0,june gold falls 710 or 05 to 155390oz | gold closes down for third day at low for 2012
2012-05-16,51559,0.0,
2012-05-17,53134,0.4,gold imports set to fall on demand slowdown | gold futures rise to rs 28098 per 10 gm | gold fields 1stperiod net up on price tax credit | india q1 gold consumer demand slides 29 wgc | gold futures recover on firm asian cues
2012-05-18,54468,0.0,
2012-05-21,54130,0.25,gold inches higher trades at 1593 an ounce | lower oil prices and weaker gold demand positive for current account deficit | gold back to 29k on firm buying silver declines | time to go for the gold
2012-05-22,54392,0.0,
2012-05-23,53818,-0.25,june gold falls 2680 or 17 1550oz | gold demand stays weak on rupee fall | firm gold prices help gold edged funds | gold miners propel canada stocks up 1
2012-05-24,54317,0.0,
2012-05-25,54426,-0.6,experts bearish on gold recommend buying crude and copper | gold slips on weak demand silver eases | gold futures marginally higher as dollar eases | gold prices slide on sluggish demand silver eases | india gold edges down demand continues to be weak
2012-05-29,53964,-0.6666666666666666,gold imports may halve on high prices in may | gold loses over 20 as dollar gains on spain | gold futures turn lower in late morning trading
2012-05-30,54483,0.0,experts bearish on gold crude lead bullish on copper
2012-05-31,54110,-1.0,gold set for worst may in 30 years markets edge up | correctgold settles down 150 at 156420oz | us stock futures gold crude slip on china data
2012-06-01,54445,1.0,gold futures climb by more than 50oz | aug gold up 58 at 162220 after 162320 high
2012-06-04,53839,-0.5,commodity bets trading ideas for gold crude and copper | august gold settles at 161390oz down 820
2012-06-05,54442,0.25,gold slips from record highs on weak demand global cues | gold up on stray buying silver drops | gold tips higher in early trade at 1619oz | mcx gold aug contract may breach rs 30000mark
2012-06-06,55841,1.0,gold futures climb by more than 20 an ounce
2012-06-07,54091,-0.8,anz cuts 12 gold outlook cites dollar headwinds | sell everything else in rally and buy gold trader | gold adds to losses amid bernanke testimony | experts bullish on gold crude  nickel negative on lead | gold silver slip on profit selling low demand
2012-06-08,54296,-1.0,gold futures weaken on global cues subdued spot demand | gold futures trading weak | gold pares loss us stocks turn higher
2012-06-11,54694,1.0,august gold up 540 or 03 to end at 159680
2012-06-12,55076,0.0,august gold up 17 or 11 to end at 161380 | geojit comtrades 6 trading strategies on gold | gold trades flat traders seek price direction | gold drops on concern of europe crisis escalating
2012-06-13,55015,1.0,aug gold up 30 cents at 161410oz | gold prices rises in major metros in india | gold heads up oil extends loss after retail sales
2012-06-14,54441,1.0,gold rises a fifth day silver off
2012-06-15,54554,0.3333333333333333,gold hits new high of rs 30570 per 10 gm | greek election is a negative for gold | mcx gold may touch rs 30080 per 10 gm
2012-06-18,54923,0.0,et wealth will gold shine in the gloom | gold declines first time in seven days after greek elections | extorre gold leads canadian stocks higher
2012-06-19,54465,0.6666666666666666,hot times for gold silver stocks | gold futures climbs to record high at rs 30720 per 10 grams | gold climbs to record high of rs 30750 per 10 gm
2012-06-20,54570,0.0,gold shine to dim bet on silver experts | gold ends lower after feds twist decision
2012-06-21,52898,-1.0,gold ends 31 lower 156550 an ounce | gold rates mcx goldm august contract slips
2012-06-22,52864,-1.0,gold heads for biggest weekly loss since may
2012-06-25,53675,-0.6,gold slips on profitbooking weak demand | gold prices mcx goldm july contract slips | sell mcx gold silver copper lead zinc dani commodities | gold rates mcx goldguinea july contract declines | hedge funds short stocks bid up gold
2012-06-26,52963,1.0,gold spurts by rs 330 silver zooms rs 1200 | gold rates mcx gold october contract marginally up
2012-06-27,52767,-1.0,gold prices mcx goldpetal june contract trades lower
2012-06-28,51756,-0.2,expect selling pressure in gold around rs 30100nirmal bang | short gold silver on rally says karvy commodities broking | gold ends 17 lower at 155040 an ounce | commodities centerra gold pressure canada stocks | mcx gold opens lower at rs 29995 per 10 gm
2012-06-29,52421,0.3333333333333333,gold prices mcx gold december contract trades flat | gold settles 35 higher at 160420 an ounce | expect gold to test support at rs 2955029500 nirmal bang
2012-07-02,52143,-0.5,no bullets left for gold | gold ends lower but off session lows
2012-07-03,52512,0.3333333333333333,gold may trade in rs 2955029850 range today nirmal bang | gold closes 15 higher at 162180 an ounce | db cuts 12 gold forecast but sees rally in 13
2012-07-05,52560,-0.5,gold rules steady | gold ends lower on higher dollar low volumes
2012-07-06,53061,-1.0,gold silver encounter profitselling global cues | gold extends loss to second day after jobs data
2012-07-09,53544,0.25,gold futures remain rangebound | gold settles 07 higher at 158910 an ounce | silver gains rs 350 on global cues gold ends flat | silver recovers on speculative offtake gold ends lacklustre
2012-07-10,52648,-0.5,gold posts loss as fears resurface about europe | gold may trade in rs 2950029750 range nirmal bang
2012-07-11,52735,-1.0,gold ends lower but other metals settle higher
2012-07-12,53017,0.0,
2012-07-13,52807,0.6666666666666666,gold snaps losing streak with 08 weekly gain | gold ends higher breaks string of losses | intelligent bet remains on gold
2012-07-16,52745,-0.5,post offices offer discount on gold coins sale | gold falls for third day down rs 45 silver steady
2012-07-17,52890,1.0,gold firms up on global cues silver recovers
2012-07-18,52706,-1.0,spot gold rates decline in major metros in india | gold declines as us federal reserve refrains from specific easing measures
2012-07-19,52670,1.0,gold trades higher after three straight losses
2012-07-20,52872,0.0,gold futures up on global cues as speculators created fresh positions | gold ends higher but posts weekly decline
2012-07-23,52923,0.0,idbi mutual launches gold fof | african barrick gold production declines
2012-07-24,52828,-0.6666666666666666,peru may copper output up gold silver zinc down | water is the new gold a big commodity bet | gold inches lower on euro zone fears dollar
2012-07-25,53453,1.0,buy gold pressure on rupee to continue emkay commodities | mcx goldpetal july contract trades higher
2012-07-26,53217,1.0,gold jumps more than 10 as draghi boosts euro
2012-07-27,53201,1.0,gold futures pare gains after gdp data
2012-07-30,53827,0.0,united states all set to become biggest supplier of gold to india | karvy commodities recommends to stay long in gold
2012-07-31,53974,0.0,gold to edge lower on dwindling demand central bank purchases | gold seen extending gains nearing peak
2012-08-01,53172,-0.6666666666666666,how top performers are going for the gold | gold silver fall on subdued demand global cues | gold ends lower silver leads losses among metals
2012-08-02,52905,-0.5,gold prices steady traders seek direction | preciousgold falls below 361600oz after ecb disappoints
2012-08-03,53317,1.0,gold oil extend to gains after ism services data
2012-08-06,53344,-0.5,gold at 30000 rupees traders stay away | go long in gold with stop loss below rs 29800 nirmal bang
2012-08-07,53368,0.3333333333333333,gold steady at rs 30200 silver gains rs 200 | mcx goldguinea august contract gains | gold increases on speculation a weaker dollar will spur demand
2012-08-08,53409,1.0,gold inches higher on data stimulus hopes
2012-08-09,53512,1.0,gold inches higher on hopes of easing
2012-08-10,53499,-1.0,gold falls with stocks euro as china data tempers risk mood | gold ticks down investors still eye china stimulus
2012-08-13,53348,1.0,gold futures open higher at rs 30073 per 10 gm | we are bullish on gold for intraday naveen mathur angel
2012-08-14,53433,-1.0,paulson ups spdr gold stake sells off tenet | gold off 06 ends at lowest in more than a week
2012-08-16,53750,1.0,gold settles 08 higher at 161920 an ounce | gold futures likely to open higher
2012-08-17,53631,1.0,gold to touch above 363500ounce by 2015 swiss asia
2012-08-20,54313,0.0,
2012-08-21,55240,-0.3333333333333333,indias septdec gold imports seen down 40 | central banks on gold buying spree | festival season to rev up gold jewellery business
2012-08-22,55309,1.0,oil lower gold holds to gains after 3month high | gold near 312month high ecb action hopes support
2012-08-23,56778,1.0,gold oil rise sharply after china data | demand for gold real price rise not a bubble quantum mf | india gold posts record scrap selling picks up | mcx goldm nov contract gains 1 | gold hits record high of rs 31035 on firm global cues
2012-08-24,56949,0.5,gold futures to track rupee | gold climbs rs 80 to fresh high of rs 3111510 gms
2012-08-27,58039,0.0,illegal flow of gold to nepal from india across porous border showing upward swing | gold extends gains to hit new highs | oil gold reverse course to trade lower
2012-08-28,57609,-0.5,gold smuggling rises heavily as governments efforts to curb gold import backfire | mcx goldguinea sept contract declines
2012-08-29,57559,0.0,gold to hit high of rs 32000 by diwali kothari | gold snaps sevenday rally falls from record high
2012-08-30,56953,0.0,gold futures open higher at rs 30952 per 10 gm | gold imports dip 184 to rs 71912 crore in apriljune | gold ends lower as easing hopes diminish
2012-08-31,58404,1.0,gold rallies to 5month high after bernanke speech
2012-09-04,60606,0.2,commodity bets trading tips for copper nickel gold | post coalgate coal as valuable as gold | gold steady near sixmonth highs | all thats gold glitters | gold ends 05 higher at 1696 an ounce
2012-09-05,60630,0.4,gold may move towards 3617101720oz emkay comm | gold ends 01 lower at 1694 an ounce | gold futures marginally up global cues spot demand | aurico gold plunges 19 on mining update | russias 7month gold output up 19
2012-09-06,62339,1.0,gold zooms above rs 32000level on strong marriage season demand | gold glitters silver sparkles | gold at 6mth high ahead of ecb meeting us payrolls
2012-09-07,64060,0.0,sell oct gold contract near rs 3148010 gms angel broking
2012-09-10,63980,0.42857142857142855,gold rates gain in major metros in india | time to book profits in gold t gnanasekar | qe3 on cards bet on gold silver finaport | patagonia gold lifts capoeste resource estimate | gold ends lower on profittaking fed worries
2012-09-11,63804,1.0,gold ends higher as investors hope for stimulus | gold ends 02 higher at 173490 an ounce
2012-09-12,63298,0.5,gold closes lower after seesawing session | buy spot gold above usd 1724 sl usd 1715 geojit | gold futures jump to rs 32690 | oil gold push higher after german court ruling
2012-09-13,65292,0.25,gold at highest in nearly seven months after fed | gold falls for 2nd straight day as investors await us federal reserves word on monetary policy | buy gold at usd 1748 target usd 1778 geojit | gold futures up at rs 32328 on global cues
2012-09-14,64312,0.5,mcx gold december contract trading lower | gold settles at highest level since late february | gold edges higher after fed move correction seen | gold rises notches weekly gain after fed moves
2012-09-17,63761,0.0,gold hovers near highest in almost 7 months after fed
2012-09-18,64469,-1.0,december gold down 1250 to 175820 an ounce | mcx goldm nov contract declines | gold tumbles by rs 225 silver rs 400 on reduced offtake
2012-09-19,64480,0.5,gold futures gain after bank of japan move | rbi mulling financial products to check gold imports
2012-09-20,64362,0.0,can amazon turn outofprint books into gold
2012-09-21,63371,0.0,gold slumps on profit booking silver gains
2012-09-24,62412,-1.0,gold silver extend losses on global cues | oil gold fall as dollar bonds gain on growth worries stocks near flat
2012-09-25,62314,0.5,gold ends 01 higher at 176640 an ounce | imf turkey russia korea boosted gold reserves | central banks tinker with gold reserves in august | mcx goldpetal oct contract up marginally
2012-09-26,62656,0.0,
2012-09-27,63055,1.0,gold or silver which is best safe haven asset | gold at 7month high after poor data spain budget
2012-09-28,62814,0.0,
2012-10-01,62934,-0.5,gold silver fall on reduced offtake global cues | gold falls for second straight day on signs of global slowdown | bulls overcoming hurdle gold aims high sharekhan | gold silver slump on weak demand
2012-10-03,62318,0.0,expert tips to trade gold crude nickel  copper | mangal keshav positive on gold expects rally above usd1803 | gold futures fall to rs 31343 on global cues
2012-10-04,62105,1.0,crude gold futures extend gains after data | gold run on romney win defies logic | gold looks strong at current levels karvy
2012-10-05,61732,0.0,dow holds small gains after jobs report while treasurys dollar gold oil fall | gold futures add to drop after payrolls gain | gold near 11month high as stimulus set to boost demand
2012-10-09,61675,0.0,
2012-10-10,62176,1.0,mcx gold february13 contract gains
2012-10-11,61778,0.8,gold futures trim gains after jobless data | gold and copper prices to rise further sushil finance | expect silver to outperform gold over next 23 years juerg kiener swiss asia capital | gold gains after fourday drop watching euro | december gold up 640 to 177150 an ounce
2012-10-12,61346,-0.2,gold futures retreat market awaits spain bailout | dec gold down on profit taking posts weekly loss | buy gold on dips around rs 31370 nirmal bang | credit suisse lifts 13 gold view 7 to 1840oz | experts see bull run in gold silver crude  copper
2012-10-15,59959,-0.5,gold ends lower for a secondstraight session | gold needs a new catalyst
2012-10-16,60031,-1.0,gold futures down at rs 30893 per 10 gm
2012-10-17,60574,0.0,newcrest reports 22 drop in quarterly gold output
2012-10-18,60732,0.0,gold futures rise on festive demand | gold prices extend gains importers wary | gold futures fall to settle at 174470 | gold flat investors eye china data euro zone | gold declines first time in three days before eu summit
2012-10-19,59872,0.0,
2012-10-22,59614,0.3333333333333333,do not expect major upside in gold silver nirmal bang | sell gold below usd 1708 target usd 1680 geojit | gold hits 1month low on dollar economic worries | gold gains more ground trades near days high | gold close higher for first time in three sessions
2012-10-23,59186,-0.5,gold falls to sixweek low as strengthening dollar curbs demand | 4 better dollar hedges than gold
2012-10-24,59000,0.0,gold rises in electronic trade after fed decision | gold futures trade near sessions low of 170120
2012-10-25,59449,0.0,
2012-10-26,59643,-1.0,gold silver slide on selling weak demand | dec gold down 1 at 1712 after 171990 high | gold futures fall at the close lose 07 on week
2012-10-31,59881,0.4,buy gold silver  crude emkay commodities | gold futures open flat at rs 31090 | commodity bets experts bullish on gold silver  copper | gold up as floor trade reopens logs october loss | gold gains as floor trading reopens
2012-11-01,59695,0.0,indian gold importers at bay eyeing us data
2012-11-02,57651,-1.0,gold futures extend losses after payrolls data | gold loses more ground taps fresh intraday low
2012-11-05,58574,0.5,gold gains rs 130 to rs 31080 silver rs 200 on lowlevel buying | commodity bets trading tips for gold crude  copper
2012-11-06,59910,-0.3333333333333333,invest in gold for target of rs 32000 astromoneyguru | buy mcx gold dec around rs 30850 target rs 31040 geojit | indias 2013 gold imports to fall to 550 tonnes trade body
2012-11-07,59252,-0.3333333333333333,gold prices steady near 2week high | despite rising prices gold holds the glitter | dec gold last down 40 cents at 171460
2012-11-08,59881,0.6666666666666666,gold prices jump to 1month high | gold futures move up to rs 31306 per 10 gm | gold holds near 361715oz focus shifts to euro zone
2012-11-09,60785,0.75,stocks bonds taker a breather gold oil dollar rally | what obamas reelection means for gold | gold futures rise more than 3 for the week | gold ends higher scores 33 weekly rise
2012-11-13,60804,-0.5,gold fails to glitter on muhurat session silver falls | gold to gain on uncertainties in economies angel | gold ends lower as platinum palladium rally | dec gold down 610 to settle at 172480oz
2012-11-14,61375,0.0,
2012-11-15,60910,-0.4,gold futures trade near session lows | gold declines as strong dollar slow investors demand | ventura commodities remains bullish on gold crude | gold futures drop 16 to settle at 171380 | china set to overtake india in gold imports this year world gold council
2012-11-16,61002,0.6666666666666666,sell mcx gold dec around rs 31500 target rs 31170 geojit | gold loses shine after diwali tumbles by rs 400 | gold swings between gains and losses amid stimulus speculation
2012-11-19,61597,0.5,gold up nearly 20 to settle at highest in a month | gold firms on soft dollar us fiscal talks eyed | shortage of gold indian currency hits nepal | gold gains rs 25 on wedding demand global cues
2012-11-20,61536,0.0,high gold prices drive up imitation jewellery demand by 85 assocham | gold futures settle with a nearly 11 loss | sell gold  crude buy aluminium says tarang bhanushali
2012-11-21,62047,0.8,gold settles higher recoups part of tuesday loss | stocks all that glitters is gold and silver | gold and silver poised for price spikes analyst | gold climbs but remains below 1730oz | gold silver encounter profittaking global cues
2012-11-23,63526,0.0,
2012-11-26,63734,0.0,
2012-11-27,63536,0.0,gold prices hit another new high of rs 3297510 gms | gold steadies above 361748 after greek debt deal | dec gold ends at 174230oz down 730
2012-11-28,63110,0.0,
2012-11-29,63052,-1.0,gold futures decline to rs 31723 on profittaking global cues
2012-11-30,61185,-1.0,gold tumbles on weak futures trend firm rupee | gold futures down at rs 31489 per 10 gm
2012-12-03,61814,1.0,gold gleams as rupee slips
2012-12-04,60671,-1.0,gold slumps to onemonth low below 1700 | gold settles below 1700 at lowest in a month
2012-12-05,60452,-1.0,gold posts modest loss down a secondstraight day | goldman sachs cuts gold outlook sees growing risk | february gold slips back below 1700 mark | gold silver skid on profitbooking
2012-12-06,62440,-0.5,gold prices to be rangebound in 1213 deutsche | bnp paribas trims 2013 gold forecast | gold slides for third day on stockists selling global cues | gold sheds rs 340 in delhi on weak global cues stronger rupee
2012-12-07,62492,0.4,morgan stanleys best picks for 2013 gold silver | gold prices gain in major metros in india | gold swings between gains and drops on dollar easing outlook | mcx goldguinea jan13 contract trades higher | mcx gold opens lower at rs 31211
2012-12-10,62948,0.25,mcx goldguinea jan13 contract gains | feb gold up 890 to settle at 171440oz | commodity bets buy copper gold silver sell crude | gold futures down at rs 31348
2012-12-11,62324,0.0,
2012-12-12,63224,0.6666666666666666,gold futures tap intraday high of 1724 | commodity bets buy gold silver zinc sell crude | gold steady as investors await fed meet outcome | gold prices recover on firming global trend | gold futures settle higher under 1720
2012-12-13,61508,-0.6666666666666666,gold sinks below 1700 silver dives more than 4 | revenue intelligence raided gold importers for importing gold from thailand at 1 duty | gold futures down over 20oz ahead of settlement
2012-12-14,61294,0.75,govt lowers import tariff value of gold to usd 55010 gm | gold recovers modestly silver slips | feb gold up 20 cents to settle at 1697oz | gold recovers modestly on wedding offtake silver slips
2012-12-17,61484,-1.0,gold drops on us fiscal cliff talks as etp holdings at record
